DATE,COVID_DEATHS,DAILY_DELTA_DEATHS,DAILY_BASE_DEATHS,COVID_COUNT,DAILY_DELTA_CASES,DAILY_BASE_CASES,COVID_COUNT_CUMSUM,COVID_DEATHS_CUMSUM,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
2023-09-15,2,NULL,NULL,371,NULL,NULL,2107082,25450,371
2023-09-16,5,NULL,NULL,256,NULL,NULL,2107338,25455,256
2023-09-17,2,NULL,NULL,263,NULL,NULL,2107601,25457,263
2023-09-18,3,NULL,NULL,458,NULL,NULL,2108059,25460,458
2023-09-19,2,NULL,NULL,455,NULL,NULL,2108514,25462,455
2023-09-20,4,NULL,NULL,419,NULL,NULL,2108933,25466,419
2023-09-21,5,NULL,NULL,417,NULL,NULL,2109350,25471,417
2023-09-22,6,NULL,NULL,378,NULL,NULL,2109728,25477,378
2023-09-23,4,NULL,NULL,243,NULL,NULL,2109971,25481,243
2023-09-24,5,NULL,NULL,248,NULL,NULL,2110219,25486,248
2023-09-25,5,NULL,NULL,484,NULL,NULL,2110703,25491,484
2023-09-26,1,NULL,NULL,405,NULL,NULL,2111108,25492,405
2023-09-27,10,NULL,NULL,437,NULL,NULL,2111545,25502,437
2023-09-28,4,NULL,NULL,401,NULL,NULL,2111946,25506,401
2023-09-29,3,NULL,NULL,337,NULL,NULL,2112283,25509,337
2023-09-30,1,NULL,NULL,215,NULL,NULL,2112498,25510,215
2023-10-01,6,NULL,NULL,215,NULL,NULL,2112713,25516,215
2023-10-02,4,NULL,NULL,425,NULL,NULL,2113138,25520,425
2023-10-03,1,NULL,NULL,395,NULL,NULL,2113533,25521,395
2023-10-04,5,NULL,NULL,405,NULL,NULL,2113938,25526,405
2023-10-05,6,NULL,NULL,336,NULL,NULL,2114274,25532,336
2023-10-06,1,NULL,NULL,289,NULL,NULL,2114563,25533,289
2023-10-07,7,NULL,NULL,183,NULL,NULL,2114746,25540,183
2023-10-08,3,NULL,NULL,180,NULL,NULL,2114926,25543,180
2023-10-09,3,NULL,NULL,360,NULL,NULL,2115286,25546,360
2023-10-10,4,NULL,NULL,380,NULL,NULL,2115666,25550,380
2023-10-11,4,NULL,NULL,368,NULL,NULL,2116034,25554,368
2023-10-12,0,NULL,NULL,389,NULL,NULL,2116423,25554,389
2023-10-13,2,NULL,NULL,376,NULL,NULL,2116799,25556,376
2023-10-14,3,NULL,NULL,230,NULL,NULL,2117029,25559,230
2023-10-15,3,NULL,NULL,252,NULL,NULL,2117281,25562,252
2023-10-16,4,NULL,NULL,451,NULL,NULL,2117732,25566,451
2023-10-17,3,NULL,NULL,499,NULL,NULL,2118231,25569,499
2023-10-18,0,NULL,NULL,419,NULL,NULL,2118650,25569,419
2023-10-19,1,NULL,NULL,450,NULL,NULL,2119100,25570,450
2023-10-20,1,NULL,NULL,432,NULL,NULL,2119532,25571,432
2023-10-21,3,NULL,NULL,230,NULL,NULL,2119762,25574,230
2023-10-22,5,NULL,NULL,243,NULL,NULL,2120005,25579,243
2023-10-23,2,NULL,NULL,445,NULL,NULL,2120450,25581,445
2023-10-24,7,NULL,NULL,434,NULL,NULL,2120884,25588,434
2023-10-25,1,NULL,NULL,536,NULL,NULL,2121420,25589,536
2023-10-26,4,NULL,NULL,482,NULL,NULL,2121902,25593,482
2023-10-27,5,NULL,NULL,442,NULL,NULL,2122344,25598,442
2023-10-28,2,NULL,NULL,267,NULL,NULL,2122611,25600,267
2023-10-29,3,NULL,NULL,272,NULL,NULL,2122883,25603,272
2023-10-30,3,NULL,NULL,429,NULL,NULL,2123312,25606,429
2023-10-31,5,NULL,NULL,436,NULL,NULL,2123748,25611,436
2023-11-01,6,NULL,NULL,504,NULL,NULL,2124252,25617,504
2023-11-02,1,NULL,NULL,512,NULL,NULL,2124764,25618,512
2023-11-03,4,NULL,NULL,455,NULL,NULL,2125219,25622,455
2023-11-04,2,NULL,NULL,292,NULL,NULL,2125511,25624,292
2023-11-05,6,NULL,NULL,334,NULL,NULL,2125845,25630,334
2023-11-06,5,NULL,NULL,672,NULL,NULL,2126517,25635,672
2023-11-07,6,NULL,NULL,652,NULL,NULL,2127169,25641,652
2023-11-08,4,NULL,NULL,692,NULL,NULL,2127861,25645,692
2023-11-09,6,NULL,NULL,634,NULL,NULL,2128495,25651,634
2023-11-10,1,NULL,NULL,353,NULL,NULL,2128848,25652,353
2023-11-11,1,NULL,NULL,237,NULL,NULL,2129085,25653,237
2023-11-12,0,NULL,NULL,248,NULL,NULL,2129333,25653,248
2023-11-13,1,NULL,NULL,492,NULL,NULL,2129825,25654,492
2023-11-14,0,NULL,NULL,299,NULL,NULL,2130124,25654,299
